,time,HR
0,1,
1,2,94.39315492178939
2,3,95.39308241036758
3,4,97.20538622127269
4,5,98.55495443522658
5,6,99.39411677195035
6,7,99.79063585481718
7,8,100.05674421709669
8,9,100.72826599036581
9,10,101.18097729818767
10,11,101.30355722914774
11,12,101.19847055152415
12,13,100.84106360065739
13,14,101.09360167012362
14,15,101.4088623821926
15,16,101.98309150100455
16,17,102.79802488057881
17,18,104.00354542821886
18,19,105.12427328843674
19,20,106.03839740398833
20,21,106.38530601054447
21,22,107.67695983627956
22,23,108.39480623518808
23,24,108.98296828625676
24,25,109.66553384963625
25,26,110.47274598102162
26,27,111.29192947876214
27,28,112.24314255123028
28,29,112.60405297744005
29,30,113.57792586805563
30,31,114.19519720429513
31,32,115.07073540849022
32,33,115.83195306279103
33,34,116.21635113711453
34,35,116.86271571518508
35,36,117.1232791838924
36,37,117.13198464540446
37,38,117.37626407115086
38,39,117.62156451853052
39,40,117.867892402339
40,41,118.11525419122117
41,42,118.11525419122117
42,43,118.11525419122106
43,44,117.99144365223661
44,45,117.99144365223673
45,46,117.86789240233917
46,47,117.86789240233894
47,48,117.99144365223684
48,49,118.23932483638006
49,50,118.61310563143692
50,51,119.1151716870198
51,52,119.62150610439308
52,53,120.26050987631815
53,54,120.77664940368429
54,55,121.42808764210763
55,56,121.55921948621351
56,57,121.82233467990672
57,58,121.82233467990683
58,59,121.69063485863109
59,60,121.55921948621351
