,time,HR
0,1,127.18865383521991
1,2,130.50661871787779
2,3,130.88599842345306
3,4,131.3633361274044
4,5,131.88278692931416
5,6,132.23137579344453
6,7,132.8948744323136
7,8,133.30221504360037
8,9,134.2844418912901
9,10,135.42486177996346
10,11,136.29296986829655
11,12,136.87791823683003
12,13,137.97175727579526
13,14,138.3958507920118
14,15,139.26879890472222
15,16,139.97342007565138
16,17,140.702448305212
17,18,141.43039888772242
18,19,142.18352670842467
19,20,142.6339497075011
20,21,143.23897176352452
21,22,143.69611741808893
22,23,144.31020338996098
23,24,144.77422333655255
24,25,145.08523133512733
25,26,145.63685490222838
26,27,146.0263247275713
27,28,146.2343394351606
28,29,146.6605324354002
29,30,146.98812468998102
30,31,147.30027303490024
31,32,147.59677116902841
32,33,148.05657419447712
33,34,148.5192509888349
34,35,148.82931205561744
35,36,149.14067044903936
36,37,149.4533343283873
37,38,150.0826115255595
38,39,150.240759693658
39,40,150.7172103057945
40,41,151.03652642932366
41,42,151.51804564216954
42,43,151.679235052427
43,44,152.00264493526822
44,45,152.3274369116254
45,46,152.6536198600445
46,47,152.98941032167124
47,48,153.47522168921586
48,49,153.7731675466799
49,50,153.97244162989384
50,51,154.40597893576088
51,52,154.72434177892734
52,53,155.04402017103246
53,54,155.36502228318787
54,55,155.6533634817486
55,56,155.84902546787058
56,57,156.17337307550426
57,58,156.49907354072926
58,59,156.66243374275535
59,60,156.85201424563417
