,time,HR
0,1,83.352116394059
1,2,81.98568825645138
2,3,82.73923318527949
3,4,83.35211639405867
4,5,83.97414711341705
5,6,85.61130357164352
6,7,86.44713736131553
7,8,87.97291602358005
8,9,90.58023625699008
9,10,91.78931616253357
10,11,93.4790090400655
11,12,95.06750602548202
12,13,95.66449065418051
13,14,96.07287695366381
14,15,96.07287695366381
15,16,95.66449065417942
16,17,95.61830270002083
17,18,95.86824888773509
18,19,96.38146221154476
19,20,96.79600613503565
20,21,97.53010368968921
21,22,98.16825049681923
22,23,98.81480318944314
23,24,99.91152686524242
24,25,100.53811977427681
25,26,100.91960280894969
26,27,101.1463884332399
27,28,101.16387570648179
28,29,101.48848444823378
29,30,100.9196028089501
30,31,100.4345789712138
31,32,99.91152686524163
32,33,98.81480318944372
33,34,98.50704664752338
34,35,97.95460903763085
35,36,97.42455162941832
36,37,97.61959577682477
37,38,97.8481366365029
38,39,97.95460903763163
39,40,98.06131340477476
40,41,98.5983414080862
41,42,98.92339088525664
42,43,99.36013874788408
43,44,100.02253967287001
44,45,100.91960280894979
45,46,101.691320313919
46,47,102.41215666164183
47,48,102.546767803416
48,49,102.87128289140114
49,50,103.11602028130952
50,51,102.97991149001983
51,52,102.87128289140153
52,53,102.87128289140114
53,54,102.76288322555158
54,55,102.87128289140114
55,56,102.76288322555166
56,57,103.1978583926437
57,58,103.30717815789069
58,59,103.0887697474093
59,60,103.088769747409
