,time,HR
0,1,
1,2,103.50521131968917
2,3,106.06541089296769
3,4,104.70876028852275
4,5,105.47970832277561
5,6,104.54667242429899
6,7,103.83069940560009
7,8,104.34476691556146
8,9,103.89101349180726
9,10,105.34952664018034
10,11,105.23588098037435
11,12,106.8495746646298
12,13,108.08414556531325
13,14,108.39295740978558
14,15,109.48783576746018
15,16,109.20768138200047
16,17,110.82045304797941
17,18,111.05474576055441
18,19,110.47086171344321
19,20,111.76360583987716
20,21,110.98255024892718
21,22,112.4815733292125
22,23,113.08696392840092
23,24,114.56683695690775
24,25,115.82997738642172
25,26,116.6013201881071
26,27,118.04246010054433
27,28,119.51966949884462
28,29,119.23931918449354
29,30,120.25845866470284
30,31,121.0343196883461
31,32,122.018338547601
32,33,122.018338547601
33,34,122.64151698757858
34,35,123.27109356349017
35,36,123.77942796993761
36,37,124.67917459069511
37,38,125.32990097164881
38,39,125.62713985509157
39,40,125.9081849106956
40,41,127.18860713012644
41,42,127.59409684467516
42,43,128.00218031006332
43,44,128.41288249287632
44,45,128.68815126563715
45,46,129.10327433423592
46,47,129.11960825052313
47,48,129.38151414961138
48,49,129.66095586483758
49,50,129.66095586483732
50,51,130.36486984890286
51,52,129.66095586483732
52,53,130.4398496436775
53,54,130.9755369112083
54,55,131.2197214544692
55,56,132.08585822974678
56,57,132.47162300261368
57,58,133.1630197823766
58,59,133.5813329335254
59,60,134.70979192346027
