,time,HR
0,1,123.00585440012347
1,2,125.05595197345922
2,3,126.81730340970488
3,4,127.98903400268728
4,5,128.48214243848537
5,6,129.18261896827894
6,7,129.8479600218858
7,8,130.82776514146488
8,9,132.0466573632798
9,10,133.28847545760513
10,11,134.83834145129833
11,12,135.9883486278552
12,13,137.01081741453103
13,14,138.5235160321392
14,15,139.81410779641377
15,16,141.72133067296514
16,17,142.92108796966738
17,18,144.58801749466878
18,19,146.48636456760912
19,20,147.88774403500352
20,21,149.2814505232914
21,22,151.0209589509993
22,23,152.31173637793088
23,24,154.1230110808035
24,25,155.67130951053002
25,26,157.00857406359387
26,27,158.13186761659722
27,28,159.30694518911932
28,29,160.45875711462133
29,30,161.36251867543106
30,31,161.77669351802726
31,32,162.61145457849176
32,33,163.29395252247085
33,34,163.62461005873124
34,35,164.3070901841067
35,36,164.822698207697
36,37,165.86368367006187
37,38,166.21360705333169
38,39,167.09490931766524
39,40,167.8067087183797
40,41,168.44271082139397
41,42,169.3065195948366
42,43,170.00397178678273
43,44,170.8839095289499
44,45,171.27228205060698
45,46,171.59444553530767
46,47,172.4909682392541
47,48,173.0333926676792
48,49,173.39690819849346
49,50,174.31241457757758
50,51,174.8663735222093
51,52,175.4238646173921
52,53,175.7405435064905
53,54,176.2790742833234
54,55,176.63993216312562
55,56,177.00227048551113
56,57,177.18399766260114
57,58,177.3660983796233
58,59,177.5485737894785
59,60,177.49877054297406
