,time,HR
0,1,
1,2,55.57304150626629
2,3,54.96234874246125
3,4,55.0295398778435
4,5,55.26600812777896
5,6,56.32402855364861
6,7,57.710466179584586
7,8,58.809097674604686
8,9,60.15638513564958
9,10,61.35107970025943
10,11,62.076269767638294
11,12,62.519671694550034
12,13,62.22336993296451
13,14,61.279491509243954
14,15,60.363820946462134
15,16,59.813808910503425
16,17,59.88201165726574
17,18,59.95037011806167
18,19,60.29451690404349
19,20,60.924042022531346
20,21,60.78301414747917
21,22,59.81380891050336
22,23,58.481652810046796
23,24,57.583908139717096
24,25,56.95935382149894
25,26,56.65212969085456
26,27,55.86864279087449
27,28,55.809271225740716
28,29,56.53016601014215
29,30,58.35169358158
30,31,59.610129652011395
31,32,60.64263767138804
32,33,60.99480165321945
33,34,61.42283534903158
34,35,61.71154432834548
35,36,62.59418858572345
36,37,62.223369932964545
37,38,61.6391129382888
38,39,61.35107970025943
39,40,61.06572584118842
40,41,61.92986347101655
41,42,62.74375653933333
42,43,62.37116891142767
43,44,64.88528089380327
44,45,62.51967169455
45,46,62.9128771769056
46,47,63.78202425798935
47,48,64.26004799439838
48,49,64.60590401159125
49,50,64.8152103960778
50,51,64.81521039607786
51,52,63.888715600270075
52,53,62.74375653933347
53,54,61.78414614520251
54,55,60.08755631970477
55,56,58.80909767460438
56,57,58.28693032566255
57,58,58.41660091593119
58,59,59.407832831925376
59,60,60.783014147479236
