,time,HR
0,1,
1,2,65.25328539719533
2,3,66.40821080245541
3,4,66.21289253538936
4,5,65.39544941766853
5,6,64.91460052489154
6,7,65.25328539719531
7,8,64.76054214176882
8,9,64.48230135920484
9,10,63.932931379573695
10,11,64.0693944134682
11,12,64.8304779324187
12,13,65.4667639753759
13,14,65.32429006030436
14,15,65.18243492445137
15,16,65.82568263752161
16,17,66.49227182878766
17,18,66.32436205144218
18,19,65.46676397537588
19,20,65.04119454541686
20,21,64.69075707480573
21,22,64.55163716711796
22,23,64.13784462117488
23,24,63.32597317027391
24,25,62.79604870859805
25,26,62.79604870859802
26,27,62.164372478984895
27,28,62.16437247898493
28,29,63.05989765275172
29,30,64.05962773749053
30,31,64.93064863379759
31,32,65.17232598603255
32,33,64.61118664789944
33,34,64.05962773749046
34,35,63.364167363983405
35,36,62.164372478985
36,37,61.798699699696755
37,38,61.58135374530156
38,39,62.08171930239883
39,40,62.66495048582431
40,41,63.594303565063285
41,42,64.48230135920478
42,43,65.97035446749416
43,44,66.70335840602186
44,45,66.62932582177551
45,46,65.8256826375216
46,47,65.41580914662788
47,48,64.61118664789937
48,49,63.826117551327165
49,50,62.98428626467885
50,51,62.238026948746786
51,52,62.16437247898483
52,53,63.25924400992594
53,54,63.86491762278687
54,55,64.4131143405791
55,56,65.18243492445136
56,57,65.18243492445156
57,58,64.90056493558883
58,59,64.6211222448006
59,60,64.76054214176881
