,time,HR
0,1,92.6033624291294
1,2,90.9196649304202
2,3,88.2455571383408
3,4,87.42275474078123
4,5,86.71528736137596
5,6,85.23718587226115
6,7,84.59630477547769
7,8,84.10764110535213
8,9,83.25052560220774
9,10,83.62176540422523
10,11,84.56451360494876
11,12,85.76881073217207
12,13,86.57879950089125
13,14,89.10323533947
14,15,90.07597808335157
15,16,90.86959903562763
16,17,90.07597808335083
17,18,89.58696625879384
18,19,88.81549615107494
19,20,88.14186083148081
20,21,87.58980459060388
21,22,86.916249788632
22,23,87.31174171888874
23,24,88.14186083148081
24,25,87.40423297070822
25,26,86.48804604229424
26,27,86.21692364090794
27,28,85.50217194233115
28,29,85.04390427164442
29,30,85.149221800155
30,31,84.4692832968351
31,32,84.5645136049491
32,33,84.5645136049498
33,34,83.90237535524669
34,35,83.52864539820716
35,36,82.60872639602412
36,37,82.3366888777051
37,38,81.61993859367833
38,39,81.26622271678359
39,40,81.17827225929703
40,41,82.06643716366546
41,42,82.97425173405989
42,43,84.27946468268524
43,44,84.27946468268631
44,45,84.27946468268563
45,46,84.18487493556643
46,47,84.0904972730828
47,48,84.71211080528653
48,49,84.94759180927495
49,50,84.85149724840562
50,51,83.9023753552463
51,52,83.52864539820716
52,53,83.42729618235462
53,54,83.90237535524614
54,55,83.80862968445749
55,56,83.71509326740058
56,57,83.62176540422513
57,58,84.53852041429214
58,59,85.14043537751427
59,60,84.94759180927495
