,time,HR
0,1,115.45779720163002
1,2,112.57135227158925
2,3,110.0404225528732
3,4,107.65020025971654
4,5,106.26204344220818
5,6,104.52307546108567
6,7,104.23273358480489
7,8,104.0104889502957
8,9,102.37338786503398
9,10,101.20522680018402
10,11,100.73499084705975
11,12,100.96085405523701
12,13,100.89124988146575
13,14,101.07416590041689
14,15,100.51013595677611
15,16,99.96090024116533
16,17,99.40075255769474
17,18,98.31559150357144
18,19,97.78184779291148
19,20,96.93980819943101
20,21,96.31773456392665
21,22,96.6277701902054
22,23,97.25386805320892
23,24,98.10139631511046
24,25,98.1013963151104
25,26,96.52420344830803
26,27,96.00968210796529
27,28,95.29849927753585
28,29,94.45346109744334
29,30,94.00530461093048
30,31,93.32340084691339
31,32,93.06913754133656
32,33,94.10353376935359
33,34,95.76835846770936
34,35,96.11214708353407
35,36,96.10282304908681
36,37,94.10353376935362
37,38,92.4438129889871
38,39,89.82842763782959
39,40,89.439138677319
40,41,88.76594085931772
41,42,88.57545600768826
42,43,88.57545600768817
43,44,88.86149084947839
44,45,90.22112021766716
45,46,91.01689636071175
46,47,91.4200719813572
47,48,91.5214246110482
48,49,91.62300221882954
49,50,92.8423523889398
50,51,93.7029795677248
51,52,94.69724691616348
52,53,95.10636520641182
53,54,93.38498303073018
54,55,88.00887526563481
55,56,85.72411734077407
56,57,82.28900019853012
57,58,79.27560019126012
58,59,79.08068301481508
59,60,77.99400850225572
