,time,HR
0,1,151.58460199517356
1,2,153.13138364818576
2,3,153.13138364818536
3,4,153.47940952011302
4,5,153.65401635688224
5,6,153.57913623195202
6,7,153.87025642815246
7,8,153.6015926051399
8,9,153.62642044877225
9,10,152.9752864171474
10,11,152.47627612455676
11,12,151.82674992168333
12,13,150.38535672622422
13,14,149.28305568215762
14,15,147.278221256674
15,16,145.38415541194772
16,17,143.68285146563807
17,18,141.10447187935674
18,19,138.38307415747911
19,20,137.11866028192838
20,21,135.70047082865784
21,22,133.98996069216201
22,23,130.7788723095614
23,24,128.9527441247876
24,25,127.31177601291358
25,26,126.77402827896233
26,27,125.89660736176312
27,28,125.8438205242949
28,29,125.7120468902381
29,30,126.50685435213637
30,31,126.24080418525499
31,32,127.0423331007166
32,33,127.44692651823497
33,34,126.50685435213606
34,35,125.31837659726236
35,36,123.68304063891898
36,37,122.47178126378266
37,38,122.87288971770364
38,39,123.27663415270112
39,40,123.14175818535703
40,41,123.38643862299824
41,42,123.4118059006759
42,43,120.89319761698857
43,44,119.22835485319487
44,45,116.87597817384875
45,46,114.55630227116144
46,47,111.63456873820951
47,48,110.34467351119244
48,49,109.47776810762527
49,50,110.4607036620977
50,51,110.34467351119211
51,52,111.16204146312687
52,53,112.95497761575814
53,54,113.56554506232989
54,55,111.75332891771824
55,56,107.96313379512345
56,57,105.11281399126511
57,58,103.33124087276909
58,59,101.7150066568238
59,60,100.04583731681414
