,time,HR
0,1,
1,2,78.96201053841995
2,3,82.13201826076528
3,4,82.20702467013584
4,5,83.81442459385356
5,6,84.01557921287882
6,7,84.8813691784995
7,8,86.02512615997585
8,9,87.5958609476102
9,10,88.34614669448483
10,11,88.98447213700943
11,12,88.72613012112777
12,13,88.77385800177389
13,14,88.15737287676158
14,15,88.1573728767616
15,16,87.31777884936383
16,17,87.22547675755689
17,18,88.06328816718126
18,19,87.87571992827351
19,20,88.91735022914746
20,21,88.9173502291475
21,22,89.69054457896615
22,23,90.18065684442493
23,24,90.67615495895478
24,25,90.97607608891822
25,26,91.37907088886911
26,27,91.27798784585053
27,28,92.09296988018832
28,29,92.40235275772541
29,30,92.50594283929239
30,31,92.80071341628732
31,32,92.50594283929243
32,33,93.088616353463
33,34,93.44881201885491
34,35,93.57244492078874
35,36,93.9809806522197
36,37,94.15971967970589
37,38,94.06132916802375
38,39,94.30320115731298
39,40,94.25831624481542
40,41,93.8740625854935
41,42,93.76738751437384
42,43,93.66095461140617
43,44,93.963144064508
44,45,94.45613012990434
45,46,94.62763877597342
46,47,94.85425923477203
47,48,94.84517357775712
48,49,95.15506555369844
49,50,95.45778580466447
50,51,95.66067164059376
51,52,95.66067164059385
52,53,95.94802443331255
53,54,96.17167950192173
54,55,96.29513480295117
55,56,96.17167950192147
56,57,96.17167950192189
57,58,95.92571612723623
58,59,95.8644217399347
59,60,95.55912103375594
