,time,HR
0,1,117.2520833681257
1,2,118.48631582463229
2,3,119.87433443386654
3,4,120.47920492871633
4,5,121.03440863806524
5,6,122.35000003630512
6,7,123.01857927147616
7,8,123.65204260449094
8,9,125.19930486857221
9,10,126.51858099995863
10,11,127.86595672945765
11,12,129.51296112134088
12,13,130.57345619705302
13,14,131.65146202736918
14,15,132.8165192134521
15,16,133.86176988931877
16,17,134.7098909234644
17,18,135.568827528715
18,19,136.71497979765255
19,20,137.76486685153435
20,21,138.81421839447313
21,22,139.97347154412518
22,23,141.1435737095934
23,24,142.63400215425648
24,25,143.84920132063985
25,26,145.0442862417506
26,27,146.50151848164955
27,28,147.7497755187988
28,29,148.82936678041847
29,30,150.24081493745092
30,31,151.19674801234441
31,32,152.32749292269318
32,33,153.14557827673565
33,34,153.80640062097174
34,35,154.5650532556136
35,36,155.1453029114697
36,37,155.52607949347248
37,38,156.01108805738133
38,39,156.33611115750085
39,40,156.66249134780884
40,41,157.02481649299645
41,42,157.1546248284826
42,43,157.31935713962366
43,44,157.48443516390438
44,45,157.31935713962335
45,46,157.3193571396238
46,47,157.3193571396235
47,48,157.31935713962366
48,49,157.15462482848292
49,50,156.99023714560786
50,51,156.9902371456074
51,52,156.82619301065927
52,53,156.66249134780898
53,54,156.6797070061988
54,55,156.66249134780867
55,56,156.66249134780884
56,57,156.66249134780884
57,58,156.82619301065898
58,59,156.82619301065927
59,60,156.82619301065927
