,time,HR
0,1,107.20365451831788
1,2,108.23445888868635
2,3,108.44300312546608
3,4,108.98296828625674
4,5,109.2852788778969
5,6,109.87197388407398
6,7,110.35670318062137
7,8,110.35670318062137
8,9,110.93936792814313
9,10,110.35670318062137
10,11,109.48970326786674
11,12,107.4397859159353
12,13,105.92326342200792
13,14,105.80018270689986
14,15,105.12427328843674
15,16,104.22577522614243
16,17,104.33724664349658
17,18,104.22577522614239
18,19,104.2257752261424
19,20,102.58183555380575
20,21,100.72826599036583
21,22,99.28453119667806
22,23,99.04093970727848
23,24,97.56345589966087
24,25,96.10573083819317
25,26,95.98466741756373
26,27,95.90103279593927
27,28,97.45786774392532
28,29,97.35250788690486
29,30,98.4164697217345
30,31,100.2795877454199
31,32,101.93868924939326
32,33,104.00354542821877
33,34,104.78552697279189
34,35,105.23767595649328
35,36,105.19984789180722
36,37,102.36655363239169
37,38,99.83488890841127
38,39,97.03779072778765
39,40,95.39308241036773
40,41,93.69672415335381
41,42,93.70558771632379
42,43,94.44715558249976
43,44,95.79901042062444
44,45,98.20182093281029
45,46,99.0409397072785
46,47,99.39411677195022
47,48,98.84859472600118
48,49,98.74020810897703
49,50,97.2473755889709
50,51,97.56345589966087
51,52,96.82910730686774
52,53,95.79901042062453
53,54,94.66377749897347
54,55,94.99057995293991
55,56,96.31130459399687
56,57,96.62131952294762
57,58,95.19140570336903
58,59,94.59145986910414
59,60,93.9099135143399
