,time,HR
0,1,
1,2,99.39245796394665
2,3,100.38970670605987
3,4,101.40716994970239
4,5,101.80022099601904
5,6,102.64008387006349
6,7,103.18179542382217
7,8,103.78052924639755
8,9,104.44721358845146
9,10,105.34956532571667
10,11,106.6160628323647
11,12,107.79414087471132
12,13,108.64304867413819
13,14,109.89312559402892
14,15,111.1723048337478
15,16,112.72299148915415
16,17,113.81391167256788
17,18,115.21183075145304
18,19,116.52376671239094
19,20,117.49682530706642
20,21,118.23735151698489
21,22,118.73624329553753
22,23,119.23936297051864
23,24,119.61950971750223
24,25,120.00208810679062
25,26,120.25850282496752
26,27,120.51601567898255
27,28,121.03436413351581
28,29,121.9522845548966
29,30,122.61651268428064
30,31,123.55868127790293
31,32,124.10359277196217
32,33,125.20796289674044
33,34,126.61637642763733
34,35,127.86590971293683
35,36,128.9646500756688
36,37,130.0824368585565
37,38,130.79094686323262
38,39,131.7874171453778
39,40,132.47167164769013
40,41,132.8856456215893
41,42,133.16306868134203
42,43,133.70388554615568
43,44,133.72140439908338
44,45,134.00233171924955
45,46,134.00233171924944
46,47,134.15205499491364
47,48,134.42594288379925
48,49,134.56774240160928
49,50,134.7098413904177
50,51,134.85224079992128
51,52,134.9949415838366
52,53,135.1379446999213
53,54,135.28125110999525
54,55,135.42486177996338
55,56,135.71299978375046
56,57,135.85752906999522
57,58,136.0023665210292
58,59,136.43873775050844
59,60,136.8779182368301
