,time,HR
0,1,112.00199008298573
1,2,108.23269233980837
2,3,107.97314151884956
3,4,107.97314151884959
4,5,108.9529340916159
5,6,108.91340109666253
6,7,108.32738410913453
7,8,107.7941805108073
8,9,107.3198386823769
9,10,106.0654888418381
10,11,103.34081923970399
11,12,99.95259565807442
12,13,97.66767898776631
13,14,95.79744683693674
14,15,95.29058203885775
15,16,94.09571580639556
16,17,94.98902956405121
17,18,96.41284799434749
18,19,98.52253832245134
19,20,100.50178574410778
20,21,101.17932587271974
21,22,101.40720723729794
22,23,93.80166669450057
23,24,89.91880903176528
24,25,85.76152383497194
25,26,83.12735819855037
26,27,80.08680187363979
27,28,77.36219933567055
28,29,79.32487669725204
29,30,83.97300782417145
30,31,87.76764135157944
31,32,88.70133966383035
32,33,86.25440615586258
33,34,84.8883861488693
34,35,84.41094865646846
35,36,83.63269168304008
36,37,81.5666666908701
37,38,78.5316279302796
38,39,77.27368423345587
39,40,79.66171269172025
40,41,81.12576578983827
41,42,81.65542258498407
42,43,81.21356423766288
43,44,79.08337238880605
44,45,77.09726029684974
45,46,77.60220615884225
46,47,78.65967856981175
47,48,79.74636913453834
48,49,79.40881836571485
49,50,76.22708805873638
50,51,75.7993266218186
51,52,76.74681820459143
52,53,76.4860702378714
53,54,75.3763393080809
54,55,74.46218304304351
55,56,73.81114756288565
56,57,76.92164011394121
57,58,78.25863269993084
58,59,80.34403999528962
59,60,82.01238618098414
