,time,HR
0,1,121.05052602220178
1,2,119.12908910121443
2,3,120.66129603499205
3,4,120.21951554607679
4,5,120.40319700604024
5,6,120.1695178269892
6,7,120.30422191602297
7,8,120.27456111180304
8,9,120.53210835187114
9,10,120.53210835187112
10,11,120.66129603499209
11,12,120.92050397491691
12,13,122.63288583948541
13,14,121.70485318988933
14,15,122.49944417915955
15,16,122.90064323214804
16,17,123.57518024220376
17,18,123.71097714356881
18,19,124.39446320513552
19,20,124.66997696638727
20,21,124.95538170033731
21,22,125.34668247810446
22,23,125.34668247810451
23,24,125.34668247810454
24,25,125.4776612476741
25,26,125.47766124767429
26,27,125.3466824781046
27,28,125.60891403140596
28,29,125.36413051297058
29,30,125.22468209193289
30,31,125.08554355627516
31,32,125.34668247810448
32,33,125.47766124767429
33,34,125.47766124767416
34,35,125.47766124767399
35,36,125.74044169007762
36,37,125.87224508807574
37,38,126.40223348844647
38,39,126.66890486711401
39,40,127.34053214636697
40,41,128.01931963115584
41,42,128.84347834122747
42,43,129.3988381616638
43,44,130.24091303039498
44,45,130.59084383562003
45,46,131.53325198701106
46,47,131.8050149043394
47,48,132.3948421323309
48,49,132.5409733046623
49,50,133.04197541960423
50,51,133.18085013298588
51,52,133.5992192957075
52,53,133.57299423139503
53,54,134.02022523886623
54,55,133.8795954117534
55,56,134.30237308147431
56,57,134.30237308147431
57,58,134.72782938479455
58,59,134.58571142130882
59,60,134.87024780909178
