,time,HR
0,1,102.79627151612962
1,2,105.198053560899
2,3,106.06541089296766
3,4,107.20182600967802
4,5,108.16760822598143
5,6,109.23039040287426
6,7,110.08500470431485
7,8,111.05474576055441
8,9,113.20882488090999
9,10,114.56683695690782
10,11,115.56665021577204
11,12,116.04321372181643
12,13,116.04321372181646
13,14,115.95782504358111
14,15,115.32139351205763
15,16,114.44203648091992
16,17,113.08696392840093
17,18,111.76360583987713
18,19,110.70367701737041
19,20,110.23012617944298
20,21,109.73415260833185
21,22,109.32132100882876
22,23,108.75547566199222
23,24,108.53077426599646
24,25,108.39295740978547
25,26,108.63436711448435
26,27,109.24262224950395
27,28,109.66366335019255
28,29,110.0081565334917
29,30,110.93747570167315
30,31,112.00190777130526
31,32,112.96536504245648
32,33,113.46967470782452
33,34,114.50856287910669
34,35,115.21178844438255
35,36,116.08595523699948
36,37,117.12128148214549
37,38,118.1132395699496
38,39,118.86158110893547
39,40,120.00204404068437
40,41,120.6451418115347
41,42,121.164604209001
42,43,121.95223977265651
43,44,122.39148331380164
44,45,123.14466167265573
45,46,124.10354719973745
46,47,124.6532860577654
47,48,125.34734667055886
48,49,126.19049025802929
49,50,127.18860713012657
50,51,127.86586275914728
51,52,128.27568924234987
52,53,128.68815126563726
53,54,129.1032743342358
54,55,129.3815141496114
55,56,129.5128659406262
56,57,129.6444847068259
57,58,129.66095586483758
58,59,129.80112987117778
59,60,129.66095586483692
