,time,HR
0,1,
1,2,66.99597904809598
2,3,66.69821914121576
3,4,66.79717792332447
4,5,66.99597904809625
5,6,69.26353526203187
6,7,69.29399416056398
7,8,68.83990507694296
8,9,68.60388254525063
9,10,68.60388254525064
10,11,68.44743127376775
11,12,68.29169195346337
12,13,67.3719385264807
13,14,66.47663037330487
14,15,66.84676751346805
15,16,67.67575786594622
16,17,68.29169195346331
17,18,69.31685592043216
18,19,69.63851186437856
19,20,69.47731160543323
20,21,68.63002731756205
21,22,68.2140877580617
22,23,67.67575786594624
23,24,67.52350644217584
24,25,67.29640944741512
25,26,68.21408775806168
26,27,70.19952898178902
27,28,71.38683602587855
28,29,72.84999663482316
29,30,72.84999663482316
30,31,72.14951589794995
31,32,71.2926332863354
32,33,70.56629768075354
33,34,70.41913126223261
34,35,70.37326755814107
35,36,72.92866833745256
36,37,74.78620916996802
37,38,76.39360506841744
38,39,77.26767377629409
39,40,76.6450424247884
40,41,77.44489321156088
41,42,77.00336018298864
42,43,75.62368071722403
43,44,72.49806428393012
44,45,70.56629768075346
45,46,70.34577800050113
46,47,70.86248361015843
47,48,70.45586529001682
48,49,71.99567897705874
49,50,73.00751014106072
50,51,74.62093577953716
51,52,75.7934308422909
52,53,76.13522759918952
53,54,75.79343084229082
54,55,74.70348106247911
55,56,73.32458944677634
56,57,71.1236933970313
57,58,69.96316693134541
58,59,70.05388680547833
59,60,70.7140805031216
