,time,HR
0,1,
1,2,84.31748108182305
2,3,84.31748108182308
3,4,85.66502073381565
4,5,86.75440250037286
5,6,88.0264611880616
6,7,88.40091930175429
7,8,88.95130816713876
8,9,89.43316790802251
9,10,91.61688565938374
10,11,93.22056914636339
11,12,93.59049203980133
12,13,93.70558771632366
13,14,94.55534247320135
14,15,95.49424156456739
15,16,96.51775969494858
16,17,96.62131952294746
17,18,94.99057995293991
18,19,94.44715558249976
19,20,94.59145986910406
20,21,94.55534247320122
21,22,94.89048450514966
22,23,95.79901042062453
23,24,96.32066975391457
24,25,97.66927309694906
25,26,99.83488890841139
26,27,100.50342611092302
27,28,100.50342611092306
28,29,100.57250063058683
29,30,100.39138215762205
30,31,100.05674421709672
31,32,100.98894990856033
32,33,101.51438669268397
33,34,101.86772601288125
34,35,102.79802488057871
35,36,103.56191678521155
36,37,104.56090633619434
37,38,105.12427328843671
38,39,105.92326342200795
39,40,106.26941787763535
40,41,107.08597761983472
41,42,107.86404664060734
42,43,108.75733067075733
43,44,109.12228815622959
44,45,109.36695696375487
45,46,109.20954410389973
46,47,108.87003256782532
47,48,108.75733067075733
48,49,108.51537887838624
49,50,108.51537887838624
50,51,108.63622005753818
51,52,108.87003256782532
52,53,109.66553384963625
53,54,110.01003290885
54,55,110.23200634086929
55,56,109.98345615746261
56,57,109.89495965266894
57,58,109.55117979974095
58,59,109.66553384963633
59,60,109.48970326786653
