,time,HR
0,1,125.06884293796627
1,2,124.37785485543606
2,3,122.21711036283348
3,4,121.31388922389337
4,5,120.81784469857202
5,6,120.85715422995273
6,7,121.0343641335157
7,8,121.29521405621726
8,9,121.16464870201253
9,10,121.68860393964283
10,11,122.48308884022812
11,12,123.42320026772984
12,13,124.10359277196206
13,14,124.9386984604033
14,15,125.72365363397657
15,16,126.25245974810478
16,17,126.78573307333436
17,18,127.18865383521994
18,19,127.72988214941233
19,20,128.41292964753754
20,21,129.25047598452437
21,22,130.0824368585564
22,23,130.79094686323265
23,24,131.79592669642994
24,25,132.88564562158925
25,26,134.00233171924955
26,27,134.85224079992128
27,28,136.0265361258847
28,29,137.02494070539802
29,30,137.7648161951679
30,31,138.82255947893483
31,32,139.5396181539293
32,33,140.4958367805348
33,34,141.29116147803703
34,35,142.03401721661774
35,36,142.93582050053294
36,37,143.69611741808873
37,38,144.3102033899611
38,39,144.9295604860555
39,40,145.39757844241464
40,41,145.93498561850703
41,42,146.50146461280227
42,43,147.13981522113684
43,44,147.78375314333005
44,45,148.36470442172887
45,46,148.76029776762493
46,47,149.2968386903473
47,48,149.76731192151436
48,49,150.24075969365813
49,50,150.55805802458434
50,51,151.19669241705355
51,52,151.59859750056492
52,53,151.84076778411233
53,54,152.3681335284868
54,55,152.6536198600448
55,56,152.98941032167124
56,57,153.31019456911994
57,58,153.77316754667976
58,59,154.40597893576103
59,60,154.8083397929225
