,time,HR
0,1,
1,2,77.75456954222584
2,3,77.35377279200789
3,4,77.75456954222548
4,5,78.43187415496271
5,6,78.15954125859135
6,7,78.6717269811247
7,8,78.2501085138157
8,9,77.91605359111914
9,10,79.07475836934772
10,11,79.31623637235492
11,12,79.31623637235492
12,13,80.48849064055183
13,14,80.16363206009368
14,15,80.85469785371518
15,16,81.46922867345025
16,17,81.2926973003767
17,18,81.82460153571189
18,19,82.05327296163172
19,20,82.36351219346616
20,21,83.2776466240263
21,22,84.40175433998617
22,23,85.16817208654682
23,24,86.3352254906615
24,25,87.4512349746476
25,26,88.17999526610305
26,27,89.13226303355567
27,28,89.4219670304144
28,29,89.90901478112467
29,30,90.79920304628423
30,31,91.22572596747446
31,32,91.60541128642902
32,33,92.06522651318737
33,34,92.3226796074635
34,35,92.82452735040964
35,36,93.26155431533616
36,37,93.11250416742233
37,38,93.26155431533591
38,39,92.63353038055276
39,40,92.4260644670465
40,41,92.3226796074638
41,42,92.11660219762545
42,43,91.91144272725205
43,44,92.44331779250237
44,45,92.5296811312472
45,46,93.0163135639436
46,47,94.00509745908019
47,48,94.67906575173208
48,49,95.9912489657756
49,50,96.50567152186196
50,51,97.65704070487793
51,52,99.053676050492
52,53,100.04421281099718
53,54,100.94147032499696
54,55,101.60740363616871
55,56,102.78515014828454
56,57,103.5489463808089
57,58,104.10150212456995
58,59,105.11110720982958
59,60,106.14048693223292
