,time,HR
0,1,
1,2,68.21936887525433
2,3,67.30161951818812
3,4,67.91068394821697
4,5,68.59351532246777
5,6,69.59008262390702
6,7,70.69840381419357
7,8,73.01316236378572
8,9,74.95801907491874
9,10,78.0055153459249
10,11,79.83117634338272
11,12,82.76614606188944
12,13,83.93882076373572
13,14,84.12702439773514
14,15,83.84503437182096
15,16,82.8270483032889
16,17,82.01235602489587
17,18,80.88284453473268
18,19,80.25808102971097
19,20,80.00139207119383
20,21,80.34401045265498
21,22,81.03812717362815
22,23,81.92282288513076
23,24,83.75145732453103
24,25,85.98482951985183
25,26,87.3496680836589
26,27,88.70130704820292
27,28,87.07324508339423
28,29,85.76149230031993
29,30,84.8883549352712
30,31,83.37922862531082
31,32,81.12573595976184
32,33,78.34939116763559
33,34,77.45088897534607
34,35,77.36217088946361
35,36,78.71465639452407
36,37,79.57720653529137
37,38,79.9161935705854
38,39,80.97982636271212
39,40,81.74434178952038
40,41,82.46297336569202
41,42,83.46353522654978
42,43,83.84503437182101
43,44,84.03281720356077
44,45,84.60124663222074
45,46,84.12702439773506
46,47,83.65808892171658
47,48,83.10222122124011
48,49,83.10222122124003
49,50,84.3160738907638
50,51,85.08084553603149
51,52,85.62804599487319
52,53,86.15534530743928
53,54,85.89535519152726
54,55,85.89535519152733
55,56,85.17741857296227
56,57,83.56492846634721
57,58,81.4780735752223
58,59,81.12573595976173
59,60,79.83117634338294
