,time,HR
0,1,79.8308684728485
1,2,81.56632213530182
2,3,84.07957015627755
3,4,85.08051742004277
4,5,87.1122909703721
5,6,87.89577319411738
6,7,88.80593652600915
7,8,89.43133044520638
8,9,92.64323007960212
9,10,93.99709774256083
10,11,95.0980622130478
11,12,94.88853491820154
12,13,95.20774855931427
13,14,95.18944993379834
14,15,95.53833101958969
15,16,95.5936514197168
16,17,95.89906244661688
17,18,97.03579702303152
18,19,97.77331122407519
19,20,99.173149380367
20,21,100.2603507439065
21,22,100.95203995221215
22,23,101.83018922110752
23,24,102.47197612796319
24,25,103.01301084880784
25,26,103.74334059605215
26,27,104.55875806411692
27,28,105.46305002575255
28,29,106.96636104585642
29,30,107.75120298489102
30,31,108.9807291600299
31,32,109.8573437768255
32,33,110.98216299638334
33,34,111.64444517563136
34,35,112.84363363079332
35,36,113.45294050784942
36,37,114.31710871628812
37,38,114.94247583180355
38,39,115.82957321970105
39,40,116.04280881104809
40,41,116.52331733614554
41,42,116.6440668877891
42,43,116.88631832473148
43,44,117.0078217741338
44,45,117.2515880694965
45,46,117.49637217820104
46,47,117.74218048819722
47,48,118.23689553226517
48,49,118.7357853868319
49,50,119.49206427464583
50,51,120.25803904563756
51,52,121.03389736206097
52,53,121.5567219726961
53,54,122.21663903009423
54,55,123.01805961389795
55,56,123.96643672545875
56,57,124.37737518974207
57,58,125.06836060746308
58,59,125.19877599912867
59,60,125.20748002971841
