,time,HR
0,1,
1,2,94.98899463643004
2,3,94.98899463643005
3,4,94.2729971894218
4,5,93.8016322034747
5,6,93.80163220347467
6,7,93.91903099221496
7,8,93.8016322034747
8,9,93.80163220347468
9,10,94.19410765202478
10,11,94.12250437748885
11,12,95.08929980500076
12,13,96.00167048543256
13,14,96.93171896161002
14,15,98.20018202326685
15,16,99.54458927715682
16,17,101.83058193279092
17,18,103.86339897962596
18,19,105.23591962417872
19,20,107.08419044084924
20,21,108.39299721290409
21,22,109.54935147851053
22,23,110.47090227959161
23,24,110.60509919684081
24,25,110.47983860884908
25,26,110.47090227959161
26,27,110.58718743988595
27,28,110.58718743988595
28,29,110.58718743988595
29,30,110.82049374250174
30,31,110.8564744222884
31,32,110.70371766901116
32,33,110.8204937425017
33,34,110.93751643916751
34,35,110.8204937425017
35,36,110.8204937425017
36,37,110.93751643916751
37,38,111.23568699157761
38,39,111.29007210581743
39,40,112.12148139582877
40,41,112.72299148915421
41,42,113.45337804307945
42,43,114.0693030053112
43,44,114.69195203918308
44,45,115.19498691654802
45,46,115.56669265315156
46,47,116.16301201668722
47,48,116.64451672970931
48,49,116.88676910090307
49,50,117.25204025434338
50,51,117.25204025434338
51,52,117.8659252818529
52,53,118.36168101384794
53,54,118.98727129404841
54,55,119.61950971750217
55,56,120.25850282496741
56,57,120.9043594459395
57,58,121.55719076044237
58,59,122.34995504801029
59,60,123.15312761944172
