,time,HR
0,1,
1,2,111.973009396991
2,3,109.92222167909726
3,4,109.25521790677212
4,5,109.32155380106902
5,6,109.5210456875674
6,7,109.88562972780595
7,8,110.5765206176629
8,9,111.02609176995463
9,10,112.09251100787303
10,11,113.54668412365082
11,12,115.16522238418534
12,13,116.70075868264128
13,14,118.01200316222085
14,15,118.45565730944779
15,16,119.20855343641465
16,17,119.5886019595914
17,18,119.97108149677557
18,19,119.8433167667473
19,20,119.84331676674707
20,21,119.46165015284038
21,22,119.20855343641462
22,23,118.95652689637996
23,24,119.33496759700473
24,25,119.08240681902164
25,26,118.83091282362793
26,27,118.70556375946776
27,28,118.58047886614898
28,29,118.58047886614925
29,30,118.45565730944736
30,31,118.83091282362793
31,32,118.95652689637996
32,33,119.46165015284014
33,34,120.09911893700693
34,35,120.6140133375944
35,36,121.0030907999733
36,37,121.52578233690642
37,38,121.78882515581701
38,39,121.78882515581755
39,40,122.05300915832589
40,41,122.31834178692976
41,42,122.58483054899281
42,43,122.98674802620306
43,44,123.11288828058834
44,45,123.36594663265568
45,46,123.36594663265568
46,47,123.49286633083743
47,48,123.74749079749967
48,49,123.8751971863503
49,50,124.25990276767462
50,51,124.48326819023899
51,52,124.75928430595977
52,53,125.4547095250562
53,54,125.87569848319438
54,55,126.7529736785367
55,56,127.02123394028926
56,57,127.56117542356412
57,58,127.83287121786329
58,59,128.3797498113087
59,60,128.79298934932797
