,time,HR
0,1,113.70084570124627
1,2,113.1294846675716
2,3,114.04644097693392
3,4,114.27800735455205
4,5,114.56879108827867
5,6,114.91969090784458
6,7,114.71473859284973
7,8,114.19519720429514
8,9,114.07120676216233
9,10,113.9474852797739
10,11,112.60405297743999
11,12,111.76551215739525
12,13,109.55117979974088
13,14,106.76786730482884
14,15,105.12427328843674
15,16,103.4520950282813
16,17,102.2592511652718
17,18,101.52319029919622
18,19,102.21460816729514
19,20,102.68981643333606
20,21,103.45209502828118
21,22,104.3465466922213
22,23,102.68981643333612
23,24,102.09871858887419
24,25,100.50342611092306
25,26,99.54625062415234
26,27,98.30902816090291
27,28,98.41646972173436
28,29,99.39411677195048
29,30,100.3655613288779
30,31,101.75262123772545
31,32,102.15217341536061
32,33,101.30355722914773
33,34,100.27958774541982
34,35,98.63205892156303
35,36,95.19140570336894
36,37,92.85355903161395
37,38,90.81057643465876
38,39,89.92027666569157
39,40,88.00299997772372
40,41,87.3603703874534
41,42,86.6178530735622
42,43,86.80001469937409
43,44,87.07469829019492
44,45,86.98294412972041
45,46,86.25581398025557
46,47,86.2558139802558
47,48,86.75440250037303
48,49,86.80001469937383
49,50,86.75440250037285
50,51,85.95940224836501
51,52,84.9859095841705
52,53,85.08226549072855
53,54,86.07592698551075
54,55,85.86105052954515
55,56,85.54073987471996
56,57,85.86105052954522
57,58,86.05797954452123
58,59,85.45218838416656
59,60,84.88977167740104
