,time,HR
0,1,
1,2,86.7151042222636
2,3,86.2167415543188
3,4,85.043724662425
4,5,84.9153567761419
5,6,85.35825337383571
6,7,85.66968101146219
7,8,86.48786338310671
8,9,86.76069575970966
9,10,88.24537076736237
10,11,88.91101472789207
11,12,90.5701664846139
12,13,91.07000184048968
13,14,92.08640811103133
14,15,92.4993516451614
15,16,93.33644985009515
16,17,93.95644904249481
17,18,94.51251050112796
18,19,94.7476612449581
19,20,95.27646843820365
20,21,95.85759124889253
21,22,96.68128698465155
22,23,96.78524535775276
23,24,96.88942753790047
24,25,97.09846621651546
25,26,97.41372097695991
26,27,98.05041196373575
27,28,98.264495832652
28,29,98.1573371676245
29,30,98.15733716762296
30,31,98.26449583265212
31,32,98.15733716762179
32,33,97.83725889424977
33,34,97.73102951434271
34,35,97.73102951434277
35,36,97.70654779352287
36,37,97.51926130304292
37,38,96.9938342486099
38,39,96.78524535775311
39,40,96.88942753790079
40,41,96.88942753790079
41,42,96.78524535775159
42,43,96.37074751896124
43,44,96.50224756430949
44,45,96.99383424861067
45,46,98.05041196373571
46,47,98.37188872427306
47,48,98.69548046349735
48,49,98.9123936073743
49,50,99.23955698203929
50,51,99.7896653910299
51,52,99.90894948558986
52,53,99.9004197366377
53,54,100.23416278698171
54,55,100.83881561317084
55,56,101.15262935470467
56,57,101.24890684219294
57,58,101.25766842983951
58,59,101.0478079771363
59,60,100.90838361290335
