,time,HR
0,1,
1,2,67.59881830543215
2,3,67.29568459105796
3,4,66.99525742770513
4,5,66.9952574277051
5,6,67.90469531133922
6,7,68.48015883092675
7,8,68.91819822643376
8,9,68.60314360597009
9,10,69.15639476408269
10,11,68.83916359544014
11,12,68.68163690529043
12,13,67.8279668420608
13,14,67.67502892358944
14,15,67.5227791397343
15,16,68.68163690529036
16,17,68.29095637681905
17,18,68.49008061574726
18,19,69.79971006421371
19,20,70.20789550318564
20,21,69.55706912540413
21,22,68.68163690529039
22,23,67.14513496110045
23,24,66.99525742770497
24,25,66.99525742770513
25,26,67.2956845910581
26,27,67.59881830543222
27,28,68.83916359544017
28,29,70.2901061536578
29,30,71.54678266415236
30,31,71.16039988106094
31,32,71.31068583645892
32,33,71.84172285864554
33,34,72.58494637874699
34,35,72.5849463787471
35,36,70.12587693367274
36,37,68.90940763992539
37,38,68.49008061574735
38,39,67.8279668420609
39,40,66.25579542519178
40,41,65.46101489119296
41,42,64.54596844647715
42,43,65.5324788812486
43,44,65.24755506002579
44,45,65.4100645371365
45,46,65.4100645371368
46,47,65.08585108218185
47,48,64.52614474609427
48,49,64.82478472486376
49,50,64.96509811171408
50,51,65.03548283339538
51,52,65.24755506002599
52,53,65.81990203423663
53,54,66.9205692923344
54,55,67.75141157474467
55,56,68.60314360597016
56,57,67.9046953113392
57,58,67.59881830543215
58,59,66.77169149635581
59,60,65.38970659610436
